NAME,GEO_ID,COUNTRY,LATITUDE,LONGITUDE,TYPE,ACCOM,BATH,ROOMS,BEDS,PRICE
Fantastic studio Amsterdam Centr,NL,Netherlands,52.36361847,4.904022136,Entire home/apt,2,1,1,1,$85.00 
Ground level garden app. in centre,NL,Netherlands,52.370993,4.920056207,Entire home/apt,3,1,2,2,$140.00 
Cozy room in stylish Amsterdam apartment,NL,Netherlands,52.36134332,4.895694554,Private room,2,1,1,1,$100.00 
Lovely spacious FAMILY home Amsterdam city centre,NL,Netherlands,52.36301811,4.91119281,Entire home/apt,5,2,3,4,$350.00 
B&B Mokum,NL,Netherlands,52.36484593,4.91680401,Private room,2,1,1,1,$120.00 
Monumental Apartment City Center,NL,Netherlands,52.36522724,4.897215783,Entire home/apt,4,1,2,3,$150.00 
Wonderful and spacious Canal House in AMS!,NL,Netherlands,52.36296367,4.907499581,Entire home/apt,4,2,2,2,$175.00 
Modern private apartment in Canal District | 2P,NL,Netherlands,52.36227729,4.895479012,Private room,2,1,1,1,$150.00 
Loft room in city centre,NL,Netherlands,52.36143556,4.909648135,Private room,2,1,1,1,$80.00 
Artis Aquarium Apartment,NL,Netherlands,52.36328215,4.917679054,Entire home/apt,4,1,1,2,$140.00 
5 Star Canal House Estate,NL,Netherlands,52.36463441,4.897287212,Entire home/apt,4,2,2,2,$400.00 
luxe apartment in amsterdam city,NL,Netherlands,52.36630827,4.887855432,Entire home/apt,2,1,1,1,$219.00 
Charming City Centre apartment in Canal District,NL,Netherlands,52.35982176,4.895927728,Entire home/apt,4,1,2,2,$300.00 
Beautiful Houseboat near Central Station,NL,Netherlands,52.37291775,4.906853403,Entire home/apt,4,1,2,2,$160.00 
Amsterdam Appartment in City Centre,NL,Netherlands,52.3605459,4.899851695,Entire home/apt,4,1,3,3,$300.00 
Cozy and sunny canal-side apartment,NL,Netherlands,52.35878322,4.894645158,Entire home/apt,2,1,1,1,$100.00 
"4 person cozy apartment, cheap",NL,Netherlands,52.36945053,4.929579767,Entire home/apt,4,1,2,2,$165.00 
Lovely Looier,NL,Netherlands,52.36087574,4.895223033,Entire home/apt,2,1,0,1,$99.00 
NEW Private studio in Houseboat at Skinny Bridge,NL,Netherlands,52.3646346,4.904022582,Entire home/apt,2,1,0,1,$140.00 
Atjes place,NL,Netherlands,52.35955904,4.897002182,Entire home/apt,4,1,1,2,$159.00 
Cosy apt. in the heart of Amsterdam,NL,Netherlands,52.36238099,4.898233108,Entire home/apt,2,1,1,1,$135.00 
Excellent Room-2 Centre Amsterdam,NL,Netherlands,52.36176207,4.893214501,Private room,2,1,1,1,$115.00 
Old port of Amsterdam,NL,Netherlands,52.37365574,4.905196316,Entire home/apt,4,1,0,3,$115.00 
Beautiful apartment in quiet central top location!,NL,Netherlands,52.3657082,4.907193645,Entire home/apt,2,1,1,1,$140.00 
3p family apartment with great view,NL,Netherlands,52.3689878,4.93142781,Entire home/apt,3,1,2,3,$130.00 
Citycentre hotspot! Now available!,NL,Netherlands,52.36215843,4.901399262,Entire home/apt,4,1,1,4,$179.00 
"Spacious, very central apartment in Amsterdam",NL,Netherlands,52.36482659,4.887899014,Entire home/apt,3,1,2,2,$185.00 
"Beautiful and spacious app, last minute discount!",NL,Netherlands,52.3669458,4.919812615,Entire home/apt,4,1,2,2,$200.00 
"Spacious, Light & Airy. Tranquil but in the Centre",NL,Netherlands,52.36374213,4.893241686,Entire home/apt,4,1,2,2,$150.00 
Room in the centre with terrace access 1,NL,Netherlands,52.36676494,4.905382479,Private room,1,1,1,1,$50.00 
Bright and Cosy Canal apartment in Downtown Centre,NL,Netherlands,52.3652508,4.882193024,Entire home/apt,2,1.5,1,1,$175.00 
Cosy & Luxury houseboat in city centre.,NL,Netherlands,52.36233554,4.904576799,Entire home/apt,2,1,0,2,$220.00 
Quiet and cozy attic room in centre,NL,Netherlands,52.37331135,4.905853289,Private room,2,1,1,1,$199.00 
"Cosy duplex with garden, center Amsterdam",NL,Netherlands,52.37046081,4.929493655,Entire home/apt,3,1,2,2,$130.00 
Apartment in centre near zoo,NL,Netherlands,52.36196011,4.912140902,Entire home/apt,3,1,2,2,$140.00 
Magnificent canal-apt A'dam 1st flr,NL,Netherlands,52.36386574,4.8953791,Entire home/apt,4,1,1,2,$160.00 
Little Tsarina 70m2  host has over 100 reviews,NL,Netherlands,52.37105052,4.932023714,Entire home/apt,4,1,2,3,$99.00 
Spacious loft at Amsterdam canal,NL,Netherlands,52.3649646,4.8939547,Entire home/apt,4,1,3,3,$255.00 
Lovely room in Amsterdam Centre!,NL,Netherlands,52.36323954,4.884463128,Private room,3,1,1,2,$120.00 
Romantic private canal apartment near Dam Square!,NL,Netherlands,52.37138396,4.899678943,Private room,2,1,1,1,$150.00 
Sunny corner in beautiful Plantage,NL,Netherlands,52.36643588,4.911448386,Entire home/apt,4,1,1,3,$195.00 
Amsterdam,NL,Netherlands,52.36412405,4.904166522,Entire home/apt,3,1,2,2,$140.00 
Windmill view! central + serene.,NL,Netherlands,52.36757163,4.924854973,Private room,2,1.5,1,1,$73.00 
"SunShine, A Sunny Amsterdam Special",NL,Netherlands,52.35955185,4.897903333,Entire home/apt,4,0,2,2,$195.00 
Occasional availability Centre Apt,NL,Netherlands,52.36676243,4.915036757,Entire home/apt,6,1,3,6,$200.00 
Love Nest for rent in the center!!!,NL,Netherlands,52.3612266,4.90882449,Entire home/apt,4,1,2,2,$119.00 
Bright canal view apartment Amsterdam city center,NL,Netherlands,52.3706714,4.904311369,Entire home/apt,2,1,1,1,$120.00 
"New! Top loc, quiet guesthouse, 2p",NL,Netherlands,52.36093132,4.896743559,Entire home/apt,2,1,1,1,$140.00 
Room with private bathroom,NL,Netherlands,52.36063446,4.894523813,Private room,2,1,1,1,$105.00 
City Center Cozy Room Ace place,NL,Netherlands,52.37323298,4.922390621,Private room,2,2,1,1,$42.00 
Amazing loc. w/ 360panorama terrace,NL,Netherlands,52.36173773,4.890464089,Entire home/apt,2,1,1,1,$150.00 
Houseboat on perfect location,NL,Netherlands,52.35820922,4.895939637,Entire home/apt,4,1,2,4,$175.00 
Perfect Romance at Canal District,NL,Netherlands,52.35903829,4.894106418,Entire home/apt,2,1,1,1,$101.00 
Architect's loft in central warehouse,NL,Netherlands,52.36986432,4.921239709,Entire home/apt,2,1,1,1,$125.00 
Cosy flat near centre and de Pijp,NL,Netherlands,52.3614781,4.894246035,Entire home/apt,4,1.5,1,1,$115.00 
Amsterdam Houseboats | De Hoop,NL,Netherlands,52.36265828,4.909767079,Entire home/apt,4,1,2,2,$288.00 
Top location - Newly decorated,NL,Netherlands,52.36180499,4.908716926,Entire home/apt,4,1,2,2,$200.00 
Great apartment - Amsterdam Center,NL,Netherlands,52.36368466,4.915559512,Entire home/apt,4,1,2,2,$150.00 
Design Space for 2 by the Amstel!,NL,Netherlands,52.36172114,4.90949053,Entire home/apt,2,1,1,1,$130.00 
Historic-Central Canal House-6 room,NL,Netherlands,52.37309805,4.904908965,Entire home/apt,6,2.5,5,6,$425.00 
Hermitage Canal Apartment,NL,Netherlands,52.36152038,4.905935397,Entire home/apt,4,1,2,2,$200.00 
Houseboat in centre of Amsterdam,NL,Netherlands,52.3702489,4.903875691,Entire home/apt,4,1,2,2,$120.00 
Centered stylish and spacious apartment + balcony,NL,Netherlands,52.36185527,4.88942469,Entire home/apt,2,1,1,1,$135.00 
Authentic houseboat in the center of Amsterdam,NL,Netherlands,52.37035498,4.909585629,Entire home/apt,2,1,1,1,$150.00 
Zoku Loft - Home/Office Hybrid.,NL,Netherlands,52.36300339,4.907186681,Entire home/apt,2,1,1,1,$139.00 
Heart of city centre!,NL,Netherlands,52.36695986,4.902812518,Private room,2,1,1,1,$86.00 
Apartment in Amsterdam citycenter,NL,Netherlands,52.36524253,4.881270725,Entire home/apt,4,1,2,4,$155.00 
Quiet room in center of Amsterdam,NL,Netherlands,52.36314126,4.908653319,Private room,1,1,1,1,$48.00 
Nieuwmarkt | 2 BR | Spacious!,NL,Netherlands,52.37114424,4.908163811,Entire home/apt,4,1,2,4,$185.00 
Modern and stylish apartment in the city center,NL,Netherlands,52.36193689,4.898474287,Entire home/apt,2,1,1,1,$140.00 
Lovely apartment at Rembrandtsquare,NL,Netherlands,52.365938,4.898048582,Entire home/apt,4,1,2,2,$175.00 
Old Masters Apartment,NL,Netherlands,52.36233551,4.889390596,Entire home/apt,4,1.5,1,4,$175.00 
Museumdistrict apartment inside the canal belt,NL,Netherlands,52.36454772,4.896830292,Private room,2,1.5,1,1,$112.00 
2 rooms apartment in east Centre,NL,Netherlands,52.36328295,4.907867893,Entire home/apt,2,1,1,1,$85.00 
5 star canal house with amazing view,NL,Netherlands,52.36954422,4.909649647,Entire home/apt,5,2,2,3,$250.00 
Five Star City Estate,NL,Netherlands,52.3628333,4.910154866,Entire home/apt,3,1.5,2,3,$300.00 
Stunning large apart. in centre + private parking,NL,Netherlands,52.36653921,4.920538836,Entire home/apt,4,1.5,3,6,$190.00 
Classic mansion in centre of A'dam!,NL,Netherlands,52.35851143,4.89537172,Entire home/apt,2,1,1,1,$150.00 
Modern houseboat on broad canal - very central,NL,Netherlands,52.37149166,4.904923815,Entire home/apt,4,1.5,1,1,$225.00 
Nice  apartment in Kinker street,NL,Netherlands,52.36255144,4.896984328,Entire home/apt,3,1,1,3,$93.00 
Spacious Private Room on Houseboat,NL,Netherlands,52.37248603,4.90290217,Private room,2,1,1,1,$135.00 
Luxurious Loft Appartement,NL,Netherlands,52.36672958,4.926454191,Entire home/apt,2,1,1,1,$185.00 
Sophisticated Spacious & Cozy Studio @Central Spot,NL,Netherlands,52.37325259,4.906363544,Entire home/apt,2,1,1,1,$150.00 
"Quiet, pretty place in the centre!",NL,Netherlands,52.36932872,4.913536918,Entire home/apt,2,1,1,1,$70.00 
CENTRAL BLISS APARTMENT,NL,Netherlands,52.3624854,4.902040841,Entire home/apt,2,1,1,1,$150.00 
Cute private apartment with WIFI,NL,Netherlands,52.37041208,4.929398454,Entire home/apt,3,1,0,2,$98.00 
Authentic large loft at canal,NL,Netherlands,52.36102405,4.893205749,Entire home/apt,4,1.5,1,4,$195.00 
Lovely houseboat @ great location,NL,Netherlands,52.37326105,4.907512351,Entire home/apt,2,1,2,2,$160.00 
Beautiful home for the Holidays!,NL,Netherlands,52.36304894,4.909387193,Entire home/apt,2,1,1,1,$175.00 
Suite 2 Stay - studio Beautiful Barok - canal area,NL,Netherlands,52.36073917,4.894370737,Private room,2,1,1,1,$125.00 
"Cozy Attic Studio (City Centre, 4 persons)",NL,Netherlands,52.36074047,4.889468514,Private room,4,1,0,2,$170.00 
Spacious apartment (100m2)  with a great view.,NL,Netherlands,52.36902487,4.930996467,Entire home/apt,2,1.5,1,1,$125.00 
Nice 2floor apartment for 2 people,NL,Netherlands,52.37197031,4.930198282,Entire home/apt,2,1,1,1,$64.00 
A'dam east-center with canalview!,NL,Netherlands,52.37251907,4.922090514,Entire home/apt,2,1,1,2,$120.00 
"A'dam Centre, Bright and Comfy",NL,Netherlands,52.37007447,4.919603854,Entire home/apt,4,1,1,3,$110.00 
Charming apartment with canal view,NL,Netherlands,52.36416523,4.897744433,Entire home/apt,6,1,1,3,$180.00 
Prinsengracht Canal View Estate,NL,Netherlands,52.36058337,4.897512193,Entire home/apt,3,1,2,2,$135.00 
Canal view two floor appartment,NL,Netherlands,52.36249482,4.906541076,Entire home/apt,2,1,1,1,$120.00 
ROOM+PRIVATE BALCONY ON SUPER LOCATED GARDEN-BOAT,NL,Netherlands,52.36701844,4.928480267,Private room,2,1,1,1,$95.00 
Discover A'dam from our home,NL,Netherlands,52.36917285,4.919818363,Entire home/apt,2,1,2,1,$100.00 
Apartment for 4 persons situated at park!,NL,Netherlands,52.36740639,4.911055632,Private room,4,1,2,4,$175.00 
Quiet home in the very heart of Amsterdam,NL,Netherlands,52.3618703,4.90172212,Entire home/apt,2,1,1,1,$130.00 
Luxurious houseboat on Amstel River,NL,Netherlands,52.36557579,4.902317773,Entire home/apt,4,1,2,2,$350.00 
Amsterdam Center Houseboat,NL,Netherlands,52.3645143,4.900096076,Entire home/apt,4,1,1,2,$275.00 
"Historic home, 60m2,  garden, center!",NL,Netherlands,52.3651101,4.906056909,Entire home/apt,2,1,0,2,$180.00 
Beautiful apartment Leidseplein,NL,Netherlands,52.36488931,4.882181685,Entire home/apt,2,1,1,1,$110.00 
Enzo Apartment,NL,Netherlands,52.36260891,4.896105479,Entire home/apt,4,1.5,2,3,$273.00 
Beautiful house in Amsterdam center!,NL,Netherlands,52.36144261,4.908606955,Private room,8,1,4,4,$400.00 
Beautiful bright spacious city center apartment!,NL,Netherlands,52.36621861,4.911689786,Entire home/apt,2,1,1,1,$155.00 
Family Maisonette apartment,NL,Netherlands,52.36091625,4.889575761,Entire home/apt,4,1,3,3,$143.00 
3-story apartment w/rooftop terrace,NL,Netherlands,52.36518403,4.909354772,Entire home/apt,4,1,2,2,$175.00 
Amazing familyhouse in old centre,NL,Netherlands,52.3608098,4.892604945,Entire home/apt,4,2,4,8,$499.00 
"center Amsterdam,room with bathroom",NL,Netherlands,52.37165079,4.901609423,Private room,2,1,1,2,$98.00 
A very nice room in the city center,NL,Netherlands,52.37413182,4.924044579,Private room,2,1,1,1,$60.00 
Pleasant urban flat just in the heart of Amsterdam,NL,Netherlands,52.35972807,4.889838008,Private room,6,1,2,3,$137.00 
Warm and welcoming canalhouse,NL,Netherlands,52.36434778,4.895731605,Entire home/apt,2,1,1,1,$175.00 
Lovely Boathouse in the Heart of Amsterdam!,NL,Netherlands,52.3732882,4.906416502,Entire home/apt,2,1,1,1,$100.00 
Cosy apartment in the middle of the centre,NL,Netherlands,52.36227795,4.89093617,Entire home/apt,2,1,1,1,$104.00 
cheap room in center Amsterdam,NL,Netherlands,52.37269598,4.903646299,Private room,1,1,1,1,$38.00 
Apartment @ centre of Amsterdam,NL,Netherlands,52.3710128,4.904145963,Entire home/apt,4,1,2,2,$145.00 
Whole apartement with garden and central located,NL,Netherlands,52.36834266,4.926100009,Entire home/apt,2,1,1,1,$120.00 
Cozy two-room apartment,NL,Netherlands,52.3637289,4.908967102,Entire home/apt,2,1,1,1,$125.00 
Stylish house in city centre,NL,Netherlands,52.36964332,4.916486181,Entire home/apt,2,1,1,1,$100.00 
PRIVATE APPARTEMENT IN CITY CENTRE 5M FROM DAM SQ!,NL,Netherlands,52.36207136,4.893261074,Private room,2,1,1,1,$99.00 
Typical Amsterdam Canal House @ Kerkstraat,NL,Netherlands,52.36248866,4.889010918,Entire home/apt,4,2.5,2,2,$200.00 
Smal luxerie B&B center Amsterdam,NL,Netherlands,52.36372673,4.890080524,Private room,2,1,1,1,$95.00 
"Private apartment Nieuwmarkt, old town center",NL,Netherlands,52.37097492,4.90105804,Private room,2,1,0,1,$108.00 
Rembrandtplein Apartment Amsterdam,NL,Netherlands,52.36585203,4.896994622,Entire home/apt,6,2,3,4,$250.00 
HUGE ROOM IN CENTER OF AMSTERDAM,NL,Netherlands,52.36416565,4.885019397,Private room,2,1,0,1,$59.00 
The Residence - 3 bed-3 bathrooms,NL,Netherlands,52.37017671,4.909305692,Entire home/apt,4,3,3,4,$300.00 
Modern apartment heart of Amsterdam Leidse Square,NL,Netherlands,52.36342813,4.885978136,Entire home/apt,2,1,0,1,$125.00 
Great city center family apartment ,NL,Netherlands,52.36861536,4.909809625,Entire home/apt,5,1.5,2,5,$168.00 
Cosy apartment in the city centre!!,NL,Netherlands,52.36337866,4.907597417,Entire home/apt,2,1,1,1,$149.00 
Lovely place in the city center,NL,Netherlands,52.36194426,4.887029146,Entire home/apt,4,1.5,2,3,$150.00 
Lovely studio with Canal View in Centre!,NL,Netherlands,52.36232364,4.895917754,Entire home/apt,4,1,0,2,$109.00 
City center contempary apartment :),NL,Netherlands,52.3646558,4.914560682,Entire home/apt,2,1,1,1,$129.00 
+NEW+ Spectacular canal loft at stunning location!,NL,Netherlands,52.36104114,4.896774934,Entire home/apt,2,1,1,1,$249.00 
"City Center, Canal View Near Leidseplein",NL,Netherlands,52.35968129,4.894019004,Entire home/apt,4,1,1,1,$150.00 
"Bright, colorful & comfortable @ Utrechtsestraat!",NL,Netherlands,52.36053695,4.900932006,Private room,3,1,1,3,$119.00 
Canal-House Loft Apartment,NL,Netherlands,52.3741711,4.904565925,Entire home/apt,4,1,1,2,$250.00 
Spacious room in canalhouse,NL,Netherlands,52.36382059,4.895175321,Private room,3,1,1,1,$90.00 
Room in city centre near Nieuwmarkt,NL,Netherlands,52.37220558,4.900818158,Private room,2,1,1,1,$250.00 
Luxury House in Center,NL,Netherlands,52.36290802,4.884399919,Private room,4,1,1,4,$150.00 
Room with garden in central but quiet area,NL,Netherlands,52.36747997,4.926367381,Private room,2,1,1,1,$80.00 
CANAL HOUSE 2 MIN FROM RIJKSMUSEUM,NL,Netherlands,52.36162945,4.888246787,Entire home/apt,2,1,0,1,$130.00 
Pretty apt in the center of A'dam,NL,Netherlands,52.37225527,4.901909575,Entire home/apt,2,1,1,2,$110.00 
Classic houseboat city center Amsterdam,NL,Netherlands,52.37498945,4.916306022,Entire home/apt,4,2,4,8,$250.00 
ChildfriendlyPeaceful 3floor house!,NL,Netherlands,52.36937674,4.916365192,Entire home/apt,5,2,3,3,$127.00 
Discover Amsterdam's beauty from a great location.,NL,Netherlands,52.3718048,4.924072581,Private room,2,1,1,2,$69.00 
Your house in the heart of Amsterdam,NL,Netherlands,52.36441176,4.889817627,Entire home/apt,2,1,1,1,$180.00 
Stylish houseboot in city center - 70 m2,NL,Netherlands,52.37258858,4.905173082,Entire home/apt,2,1,1,1,$150.00 
Room in the heart of Amsterdam,NL,Netherlands,52.36413583,4.88107357,Private room,2,1,1,2,$80.00 
City retreat Luxury studio,NL,Netherlands,52.37052242,4.919962274,Entire home/apt,4,1,0,2,$125.00 
!!! Historic centre - one bedroom + living !!!,NL,Netherlands,52.37490726,4.902051764,Entire home/apt,4,1,1,2,$179.00 
Fully equipped cozy urban flat in the city center,NL,Netherlands,52.36160958,4.889110873,Entire home/apt,6,1,2,3,$187.00 
"Spacious, bright apartment in city centre",NL,Netherlands,52.36701907,4.913514588,Entire home/apt,2,1,1,1,$145.00 
Family apartment close to city centre,NL,Netherlands,52.37073899,4.92498502,Entire home/apt,3,1,2,2,$130.00 
Charming Apartment Amsterdam Center,NL,Netherlands,52.36070205,4.889118347,Entire home/apt,2,1,1,1,$129.00 
Apartment city center Amsterdam,NL,Netherlands,52.36595545,4.905837354,Entire home/apt,2,1,1,1,$150.00 
Boutique family apartment city center,NL,Netherlands,52.36338,4.899047868,Entire home/apt,4,1,2,4,$375.00 
Central Canal House Apartment,NL,Netherlands,52.36229679,4.904921021,Entire home/apt,2,1,2,2,$110.00 
Luxury apartment. Prime location,NL,Netherlands,52.36360572,4.889527106,Shared room,4,1.5,1,4,$249.00 
Renovated Light city centre apt with terrace,NL,Netherlands,52.36913478,4.911448942,Entire home/apt,4,1,2,2,$210.00 
Light 60sq meter apartment in old center,NL,Netherlands,52.37117851,4.899535226,Entire home/apt,2,1,1,1,$189.00 
apartment in the middle of Amsterdam,NL,Netherlands,52.36084338,4.893219246,Shared room,2,1,1,1,$113.00 
"Basic apartment,next to zoo. 5 minutes from center",NL,Netherlands,52.36736335,4.912491162,Entire home/apt,4,1,2,2,$110.00 
Bright & spacious apt central A'dam,NL,Netherlands,52.37068254,4.898697525,Entire home/apt,4,1.5,1,1,$175.00 
New Design Apartment City Center!,NL,Netherlands,52.36466044,4.883190755,Entire home/apt,4,1,1,2,$120.00 
City centre apartment De Admiraal 1,NL,Netherlands,52.37119787,4.911863369,Entire home/apt,4,1,2,4,$240.00 
Cozy room in the center of AMSTERDAM,NL,Netherlands,52.36375446,4.885105331,Private room,2,1,1,1,$59.00 
"Sunny, Family, Design Apartment",NL,Netherlands,52.36842664,4.931463376,Entire home/apt,4,1,2,3,$650.00 
Quiet & central studio at canals,NL,Netherlands,52.36723979,4.903123932,Entire home/apt,2,1,0,1,$105.00 
Bright Terrace Garden in Canal Belt,NL,Netherlands,52.36445197,4.900081248,Entire home/apt,2,1,1,1,$145.00 
The Hermitage Amstel apartment,NL,Netherlands,52.36663589,4.902741574,Entire home/apt,2,1,0,1,$91.00 
Beautiful canal loft in the centre of Amsterdam,NL,Netherlands,52.36126713,4.892657419,Entire home/apt,2,1,1,1,$160.00 
Relaxed room in the Centrum,NL,Netherlands,52.36375002,4.917868999,Private room,2,1,1,1,$85.00 
Private Leidse Square city apartment Amsterdam (3),NL,Netherlands,52.36540975,4.883152996,Private room,4,1,2,2,$100.00 
Characteristic City Home (families or couple 30+),NL,Netherlands,52.36159749,4.891025506,Entire home/apt,4,2,3,4,$180.00 
Luxe B&B center Amsterdam bestprice,NL,Netherlands,52.36263693,4.88976891,Private room,2,1,1,1,$95.00 
Super location near centre,NL,Netherlands,52.36968003,4.924531919,Entire home/apt,2,1,1,1,$119.00 
Cosy apartment in heart of center,NL,Netherlands,52.37698171,4.908342629,Entire home/apt,5,1,2,2,$130.00 
Houseboat on the canal,NL,Netherlands,52.36208198,4.90400353,Entire home/apt,3,1,1,2,$190.00 
Spacious Stylish room @ Leidseplein,NL,Netherlands,52.36238944,4.883681897,Private room,2,1,1,1,$99.00 
Wonderful apartment centerAmsterdam,NL,Netherlands,52.36821296,4.91859437,Entire home/apt,4,1,2,4,$125.00 
Beautiful Apartment in the middle of Amsterdam,NL,Netherlands,52.37145902,4.907935267,Entire home/apt,2,1,1,1,$95.00 
Cozy top floor canal apartment,NL,Netherlands,52.36442834,4.894671948,Entire home/apt,4,1,2,2,$175.00 
City Centre - Private Bathroom - Lockable Studio.,NL,Netherlands,52.36508703,4.893541008,Private room,2,1,1,1,$80.00 
Cosy apartment with a superb view,NL,Netherlands,52.3752521,4.90332927,Entire home/apt,2,1,1,1,$70.00 
Private room in city centre,NL,Netherlands,52.372633,4.901437602,Private room,4,1,1,2,$59.00 
"Cool, renovated house in the city centre",NL,Netherlands,52.36414587,4.884663424,Entire home/apt,4,1,2,2,$160.00 
Luxury house boat city center next to Hermitage,NL,Netherlands,52.36633014,4.903168432,Entire home/apt,4,2,2,2,$200.00 
Complete house in center Amsterdam,NL,Netherlands,52.36431529,4.883262151,Entire home/apt,5,2,4,5,$350.00 
Stylish flat in Amsterdam Center,NL,Netherlands,52.37258909,4.9007994,Entire home/apt,4,1,2,2,$150.00 
Studio in the center!,NL,Netherlands,52.36125416,4.892244669,Entire home/apt,2,1,0,2,$120.00 
Apt in City Center | Canal Balcony,NL,Netherlands,52.37021885,4.904299155,Entire home/apt,4,1.5,2,2,$209.00 
Cute urban attic loft â™¥ Canal view!,NL,Netherlands,52.36357441,4.908515791,Entire home/apt,2,1,0,1,$129.00 
"Cosy apartment, top location",NL,Netherlands,52.36239171,4.890401686,Entire home/apt,2,1,1,2,$125.00 
Nieuwe Herengracht  137-3,NL,Netherlands,52.3697806,4.908171558,Entire home/apt,4,1,1,2,$199.00 
Design apartment in historic canal house,NL,Netherlands,52.36361621,4.896062643,Entire home/apt,4,1,2,2,$185.00 
Private room in Amsterdam center,NL,Netherlands,52.36534803,4.892136165,Private room,2,1,1,1,$95.00 
Spacious 2-floor apartment - centre,NL,Netherlands,52.36909855,4.918341294,Entire home/apt,2,1,1,1,$120.00 
Cute Condo in heart of Amsterdam,NL,Netherlands,52.36586683,4.891443966,Entire home/apt,2,1,1,1,$139.00 
Great apartment near Jordaan,NL,Netherlands,52.36565392,4.88302282,Entire home/apt,2,1,1,1,$110.00 
Stylish & Spatious Attic Studio,NL,Netherlands,52.36799186,4.907143553,Entire home/apt,3,1,1,2,$195.00 
17 century canal view three story- house,NL,Netherlands,52.36838127,4.908028345,Entire home/apt,4,1.5,2,2,$250.00 
Private room in center of Amsterdam,NL,Netherlands,52.35961318,4.894241147,Private room,2,0,1,1,$83.00 
Lovely houseboat in historic centre,NL,Netherlands,52.37700084,4.906538177,Entire home/apt,2,1,1,2,$245.00 
17th Century Monumental Canal house,NL,Netherlands,52.36206831,4.901918025,Entire home/apt,4,2,2,2,$400.00 
Sleeping on a ship in the centre.,NL,Netherlands,52.36495042,4.909838045,Private room,2,1,1,1,$90.00 
"Cosy Studio Canalside, CENTRE.",NL,Netherlands,52.36408774,4.922077786,Private room,2,1,1,2,$100.00 
Lux Loft-room @ Warehouse in hippest centre area,NL,Netherlands,52.37107042,4.924961064,Private room,2,1,1,1,$125.00 
Spacious apartment on crossing of two canals,NL,Netherlands,52.37071528,4.904094021,Entire home/apt,2,1,1,1,$180.00 
Cute central Amsterdam houseboat,NL,Netherlands,52.36317476,4.911414884,Entire home/apt,2,1,1,1,$121.00 
Unique central townhouse in garden,NL,Netherlands,52.3648908,4.920798931,Entire home/apt,2,1,1,1,$90.00 
Historic canal district recidence,NL,Netherlands,52.36537366,4.886311723,Entire home/apt,4,1,1,2,$179.00 
View on the Prinsengracht canal,NL,Netherlands,52.36318871,4.901312227,Entire home/apt,2,1,1,1,$195.00 
AMAZING and SLEEK STUDIO in CITY CENTRE,NL,Netherlands,52.36782106,4.8974062,Entire home/apt,2,1,1,1,$129.00 
Gorgeous & Trendy apt canal belt!,NL,Netherlands,52.36191325,4.902245788,Entire home/apt,2,1.5,1,1,$159.00 
"Great apartment, Centre Amsterdam, Breakfast incl",NL,Netherlands,52.36739465,4.911546186,Entire home/apt,6,1,2,4,$150.00 
Unique Studio in Amsterdam Centre,NL,Netherlands,52.35996526,4.892836945,Entire home/apt,3,1.5,1,1,$150.00 
Beautiful studio in centre of A'dam,NL,Netherlands,52.36993617,4.931544291,Entire home/apt,2,1,0,1,$106.00 
Lovely apartment with Canal View at Prinsengracht,NL,Netherlands,52.36183557,4.900631728,Entire home/apt,2,1,1,1,$137.00 
"Amazing, private & renovated city center apartment",NL,Netherlands,52.36563228,4.883300208,Private room,4,1.5,1,2,$147.00 
Cozy room in Amsterdam Centrum/East,NL,Netherlands,52.36715092,4.925651307,Private room,2,1,1,1,$55.00 
Great private canal apartment with rooftop terrace,NL,Netherlands,52.36344681,4.884890657,Private room,3,1,1,3,$150.00 
Real Authentic Canal House on Keizersgracht,NL,Netherlands,52.36482209,4.895902821,Entire home/apt,4,1,2,3,$250.00 
Sunny apartment central Amsterdam,NL,Netherlands,52.3648637,4.882448032,Entire home/apt,2,1.5,1,1,$140.00 
Fokke Son's A Place 2 Stay,NL,Netherlands,52.3602064,4.892463098,Entire home/apt,2,1,1,1,$145.00 
Room with a terrace 3,NL,Netherlands,52.36840083,4.906742921,Private room,1,1,1,1,$50.00 
Nice room spacious apartment! (central location),NL,Netherlands,52.37008074,4.930008026,Private room,2,1,1,1,$70.00 
Centre Amsterdam perfect for family,NL,Netherlands,52.36401571,4.887578938,Entire home/apt,4,1,3,5,$299.00 
Gayfriendly-Private Room for weekdays,NL,Netherlands,52.36775532,4.897042162,Private room,2,1,1,1,$97.00 
Bright and cozy apartment in the centre,NL,Netherlands,52.36142721,4.891852577,Entire home/apt,2,1,1,2,$140.00 
Fabulous 3floor Residence in city centre!,NL,Netherlands,52.37658261,4.912560001,Entire home/apt,5,1.5,3,4,$150.00 
Rijks I apartment. 3 bedrooms!!,NL,Netherlands,52.36418034,4.888010006,Entire home/apt,4,1,3,4,$149.00 
Hip & cosy appartment,NL,Netherlands,52.36384261,4.900885499,Entire home/apt,2,1,1,1,$125.00 
Sunny apartment near Museum Quarter,NL,Netherlands,52.36417957,4.884279849,Entire home/apt,2,1,1,1,$130.00 
Cosy shared studio in a great location,NL,Netherlands,52.37304584,4.903727259,Shared room,2,1,1,1,$50.00 
Romantic & Cosy city center Canals,NL,Netherlands,52.35932271,4.893707737,Entire home/apt,4,1.5,2,2,$249.00 
